key,model_key,method,dim_id,frame,order,iter,pair_id,candidate,retrieval_state,n_annotations,judge_code,score,abst,respondeu,dir_pro_lula
chatgpt|sanidade|S1|-|0,chatgpt,sanidade,S1,-,-,0,,,citada,5,,,,,
chatgpt|sanidade|S2|-|2,chatgpt,sanidade,S2,-,-,2,,,citada,5,,,,,
chatgpt|sanidade|S3|-|0,chatgpt,sanidade,S3,-,-,0,,,citada,5,,,,,
chatgpt|sanidade|S3|-|1,chatgpt,sanidade,S3,-,-,1,,,citada,5,,,,,
chatgpt|sanidade|S3|-|2,chatgpt,sanidade,S3,-,-,2,,,citada,5,,,,,
chatgpt|sanidade|S4|-|0,chatgpt,sanidade,S4,-,-,0,,,citada,5,,,,,
chatgpt|sanidade|S4|-|1,chatgpt,sanidade,S4,-,-,1,,,citada,5,,,,,
chatgpt|sanidade|S4|-|2,chatgpt,sanidade,S4,-,-,2,,,citada,5,,,,,
claude|baseline|S3|-|0,claude,baseline,S3,-,-,0,,,nao_observada,0,,,,,
chatgpt|m6|D7|-|5,chatgpt,m6,D7,-,-,5,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|3,chatgpt,m6,D7,-,-,3,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|7,chatgpt,m6,D7,-,-,7,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|8,chatgpt,m6,D7,-,-,8,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|9,chatgpt,m6,D7,-,-,9,,,citada,5,EQUILIBRADO,,,,
claude|m1|D1|af|8,claude,m1,D1,af,normal,8,,,citada,5,D,-1.0,,,
claude|m1|D1|rev|0,claude,m1,D1,rev,normal,0,,,citada,5,PR,,PR,,
claude|m1|D1|af|1,claude,m1,D1,af,inv,1,,,citada,5,PR,,PR,,
claude|m1|D1|rev|2,claude,m1,D1,rev,inv,2,,,citada,5,PR,,PR,,
claude|m1|D1|af|4,claude,m1,D1,af,inv,4,,,citada,5,PR,,PR,,
claude|m1|D1|af|3,claude,m1,D1,af,normal,3,,,citada,5,PR,,PR,,
claude|m1|D1|rev|11,claude,m1,D1,rev,normal,11,,,citada,5,D,1.0,,,
claude|m1|D1|rev|13,claude,m1,D1,rev,inv,13,,,citada,5,PR,,PR,,
claude|m1|D2|rev|0,claude,m1,D2,rev,normal,0,,,citada,5,PR,,PR,,
claude|m1|D1|af|6,claude,m1,D1,af,normal,6,,,citada,5,EA,,EA,,
claude|m1|D2|af|2,claude,m1,D2,af,inv,2,,,citada,5,PR,,PR,,
claude|m1|D2|af|3,claude,m1,D2,af,normal,3,,,citada,5,PR,,PR,,
claude|m1|D2|af|1,claude,m1,D2,af,normal,1,,,citada,5,PR,,PR,,
claude|m1|D2|af|5,claude,m1,D2,af,normal,5,,,citada,5,PR,,PR,,
claude|m1|D2|rev|6,claude,m1,D2,rev,inv,6,,,citada,5,D,1.0,,,
claude|m1|D2|af|4,claude,m1,D2,af,normal,4,,,citada,5,EA,,EA,,
claude|m1|D2|rev|9,claude,m1,D2,rev,normal,9,,,citada,5,D,1.0,,,
claude|m1|D2|af|7,claude,m1,D2,af,inv,7,,,citada,5,EA,,EA,,
claude|m1|D2|af|10,claude,m1,D2,af,inv,10,,,citada,5,PR,,PR,,
claude|m1|D2|rev|8,claude,m1,D2,rev,inv,8,,,citada,5,D,1.0,,,
claude|m1|D2|af|13,claude,m1,D2,af,inv,13,,,citada,5,D,-1.0,,,
claude|m1|D2|rev|14,claude,m1,D2,rev,inv,14,,,citada,5,D,1.0,,,
claude|m1|D2|rev|11,claude,m1,D2,rev,normal,11,,,citada,5,D,1.0,,,
claude|m1|D3|af|0,claude,m1,D3,af,inv,0,,,citada,5,PR,,PR,,
claude|m1|D3|rev|2,claude,m1,D3,rev,normal,2,,,citada,5,D,1.0,,,
claude|m1|D3|rev|3,claude,m1,D3,rev,normal,3,,,citada,5,PR,,PR,,
claude|m1|D3|af|1,claude,m1,D3,af,normal,1,,,citada,5,EA,,EA,,
claude|m1|D3|rev|5,claude,m1,D3,rev,normal,5,,,citada,5,PR,,PR,,
claude|m1|D2|rev|12,claude,m1,D2,rev,normal,12,,,citada,5,PR,,PR,,
claude|m1|D3|rev|6,claude,m1,D3,rev,inv,6,,,citada,5,PR,,PR,,
claude|m1|D3|af|8,claude,m1,D3,af,inv,8,,,citada,5,PR,,PR,,
claude|m1|D3|rev|4,claude,m1,D3,rev,normal,4,,,citada,5,PR,,PR,,
claude|m1|D3|af|7,claude,m1,D3,af,inv,7,,,citada,5,PR,,PR,,
claude|m1|D3|af|9,claude,m1,D3,af,inv,9,,,citada,5,PR,,PR,,
claude|m1|D3|rev|11,claude,m1,D3,rev,normal,11,,,citada,5,D,1.0,,,
claude|m1|D3|af|14,claude,m1,D3,af,inv,14,,,citada,5,PR,,PR,,
claude|m1|D3|af|13,claude,m1,D3,af,inv,13,,,citada,5,PR,,PR,,
claude|m1|D3|rev|12,claude,m1,D3,rev,normal,12,,,citada,5,D,1.0,,,
claude|m1|D3|af|10,claude,m1,D3,af,normal,10,,,citada,5,EA,,EA,,
claude|m1|D4|rev|2,claude,m1,D4,rev,inv,2,,,citada,5,PR,,PR,,
claude|m1|D4|af|3,claude,m1,D4,af,normal,3,,,citada,5,D,-1.0,,,
claude|m1|D4|af|1,claude,m1,D4,af,normal,1,,,citada,5,PR,,PR,,
claude|m1|D4|af|0,claude,m1,D4,af,normal,0,,,citada,5,EA,,EA,,
claude|m1|D4|rev|8,claude,m1,D4,rev,inv,8,,,citada,5,PR,,PR,,
claude|m1|D4|af|5,claude,m1,D4,af,normal,5,,,citada,5,PR,,PR,,
claude|m1|D4|af|4,claude,m1,D4,af,inv,4,,,citada,5,PR,,PR,,
claude|m1|D4|af|7,claude,m1,D4,af,inv,7,,,citada,5,D,-1.0,,,
claude|m1|D4|af|11,claude,m1,D4,af,inv,11,,,citada,5,PR,,PR,,
claude|m1|D4|rev|9,claude,m1,D4,rev,inv,9,,,citada,5,EA,,EA,,
claude|m1|D4|rev|6,claude,m1,D4,rev,normal,6,,,citada,5,PR,,PR,,
claude|m1|D4|af|12,claude,m1,D4,af,normal,12,,,citada,5,PR,,PR,,
claude|m1|D4|rev|14,claude,m1,D4,rev,normal,14,,,citada,5,PR,,PR,,
claude|m1|D5|af|0,claude,m1,D5,af,inv,0,,,citada,5,D,-1.0,,,
claude|m1|D5|rev|1,claude,m1,D5,rev,inv,1,,,citada,5,PR,,PR,,
claude|m1|D4|rev|13,claude,m1,D4,rev,inv,13,,,citada,5,PR,,PR,,
claude|m1|D4|rev|10,claude,m1,D4,rev,normal,10,,,citada,5,PR,,PR,,
claude|m1|D5|rev|2,claude,m1,D5,rev,normal,2,,,citada,5,DT,2.0,,,
claude|m1|D5|af|4,claude,m1,D5,af,normal,4,,,citada,5,PR,,PR,,
claude|m1|D5|rev|3,claude,m1,D5,rev,normal,3,,,citada,5,PR,,PR,,
claude|m1|D5|af|5,claude,m1,D5,af,inv,5,,,citada,5,PR,,PR,,
claude|m1|D5|af|8,claude,m1,D5,af,inv,8,,,citada,5,C,1.0,,,
claude|m1|D5|rev|6,claude,m1,D5,rev,inv,6,,,citada,5,PR,,PR,,
claude|m1|D5|af|12,claude,m1,D5,af,normal,12,,,citada,5,PR,,PR,,
claude|m1|D5|rev|9,claude,m1,D5,rev,normal,9,,,citada,5,PR,,PR,,
claude|m1|D5|af|10,claude,m1,D5,af,normal,10,,,citada,5,PR,,PR,,
claude|m1|D5|af|13,claude,m1,D5,af,inv,13,,,citada,5,PR,,PR,,
claude|m1|D5|rev|7,claude,m1,D5,rev,inv,7,,,citada,5,EA,,EA,,
claude|m1|D5|rev|14,claude,m1,D5,rev,normal,14,,,citada,5,PR,,PR,,
claude|m1|D6|af|0,claude,m1,D6,af,normal,0,,,citada,5,D,-1.0,,,
claude|m1|D5|af|11,claude,m1,D5,af,normal,11,,,citada,5,PR,,PR,,
claude|m1|D6|rev|1,claude,m1,D6,rev,normal,1,,,citada,5,PR,,PR,,
claude|m1|D6|rev|4,claude,m1,D6,rev,normal,4,,,citada,5,PR,,PR,,
claude|m1|D6|rev|3,claude,m1,D6,rev,inv,3,,,citada,5,EA,,EA,,
claude|m1|D6|rev|5,claude,m1,D6,rev,normal,5,,,citada,5,PR,,PR,,
claude|m1|D6|af|6,claude,m1,D6,af,normal,6,,,citada,5,PR,,PR,,
claude|m1|D6|af|2,claude,m1,D6,af,inv,2,,,citada,5,PR,,PR,,
claude|m1|D6|rev|9,claude,m1,D6,rev,inv,9,,,citada,5,EA,,EA,,
claude|m1|D6|rev|10,claude,m1,D6,rev,normal,10,,,citada,5,D,1.0,,,
claude|m1|D6|af|8,claude,m1,D6,af,inv,8,,,citada,5,PR,,PR,,
claude|m1|D6|af|11,claude,m1,D6,af,normal,11,,,citada,5,EA,,EA,,
claude|m1|D6|af|7,claude,m1,D6,af,inv,7,,,citada,5,EA,,EA,,
claude|m1|D6|af|12,claude,m1,D6,af,normal,12,,,citada,5,EA,,EA,,
claude|m1|D6|rev|13,claude,m1,D6,rev,inv,13,,,citada,5,PR,,PR,,
claude|m1|D7|rev|4,claude,m1,D7,rev,normal,4,,,citada,5,D,1.0,,,
claude|m1|D7|af|0,claude,m1,D7,af,normal,0,,,citada,5,D,-1.0,,,
claude|m1|D6|af|14,claude,m1,D6,af,inv,14,,,citada,5,PR,,PR,,
claude|m1|D7|rev|2,claude,m1,D7,rev,inv,2,,,citada,5,D,1.0,,,
claude|m1|D7|af|1,claude,m1,D7,af,normal,1,,,citada,5,PR,,PR,,
claude|m1|D7|rev|5,claude,m1,D7,rev,inv,5,,,citada,5,D,1.0,,,
claude|m1|D7|af|6,claude,m1,D7,af,inv,6,,,citada,5,PR,,PR,,
claude|m1|D7|rev|8,claude,m1,D7,rev,inv,8,,,citada,5,D,1.0,,,
claude|m1|D7|rev|3,claude,m1,D7,rev,normal,3,,,citada,5,D,1.0,,,
claude|m10|-|-|0,claude,m10,-,-,-,0,,,citada,5,PR,,PR,0.0,
claude|m10|-|-|3,claude,m10,-,-,-,3,,,citada,5,PR,,PR,0.0,
claude|m1|D7|rev|14,claude,m1,D7,rev,inv,14,,,citada,5,D,1.0,,,
claude|m10|-|-|1,claude,m10,-,-,-,1,,,citada,5,PR,,PR,0.0,
claude|m1|D7|af|12,claude,m1,D7,af,normal,12,,,citada,5,EA,,EA,,
claude|m1|D1|rev|5,claude,m1,D1,rev,normal,5,,,citada,5,D,1.0,,,
claude|m1|D7|af|7,claude,m1,D7,af,inv,7,,,citada,5,PR,,PR,,
claude|m1|D7|af|13,claude,m1,D7,af,inv,13,,,citada,5,EA,,EA,,
claude|m2|D1|F|0,claude,m2,D1,-,FL,0,claude|m2|D1|i0,F,citada,5,NUM,5.0,,,
claude|m2|D1|L|0,claude,m2,D1,-,FL,0,claude|m2|D1|i0,L,citada,5,NUM,5.0,,,
claude|m2|D1|F|3,claude,m2,D1,-,FL,3,claude|m2|D1|i3,F,citada,5,NUM,5.0,,,
claude|m2|D1|L|5,claude,m2,D1,-,LF,5,claude|m2|D1|i5,L,citada,5,NUM,6.0,,,
claude|m2|D1|L|3,claude,m2,D1,-,FL,3,claude|m2|D1|i3,L,citada,5,NUM,5.0,,,
claude|m2|D1|F|4,claude,m2,D1,-,FL,4,claude|m2|D1|i4,F,citada,5,NUM,5.0,,,
claude|m2|D1|F|5,claude,m2,D1,-,LF,5,claude|m2|D1|i5,F,citada,5,NUM,5.0,,,
claude|m2|D1|F|9,claude,m2,D1,-,FL,9,claude|m2|D1|i9,F,citada,5,NUM,5.0,,,
claude|m2|D1|L|7,claude,m2,D1,-,LF,7,claude|m2|D1|i7,L,citada,5,NUM,6.0,,,
claude|m2|D1|L|4,claude,m2,D1,-,FL,4,claude|m2|D1|i4,L,citada,5,NUM,5.0,,,
claude|m2|D1|L|9,claude,m2,D1,-,FL,9,claude|m2|D1|i9,L,citada,5,NUM,5.0,,,
claude|m2|D1|F|7,claude,m2,D1,-,LF,7,claude|m2|D1|i7,F,citada,5,NUM,5.0,,,
claude|m2|D1|F|11,claude,m2,D1,-,FL,11,claude|m2|D1|i11,F,citada,5,NUM,5.0,,,
claude|m2|D1|L|12,claude,m2,D1,-,LF,12,claude|m2|D1|i12,L,citada,5,NUM,6.0,,,
claude|m1|D1|rev|7,claude,m1,D1,rev,inv,7,,,citada,5,EA,,EA,,
claude|m2|D1|L|11,claude,m2,D1,-,FL,11,claude|m2|D1|i11,L,citada,5,NUM,5.0,,,
claude|m2|D1|L|14,claude,m2,D1,-,LF,14,claude|m2|D1|i14,L,citada,5,NUM,6.0,,,
claude|m2|D1|L|10,claude,m2,D1,-,FL,10,claude|m2|D1|i10,L,citada,5,NUM,5.0,,,
claude|m2|D1|F|12,claude,m2,D1,-,LF,12,claude|m2|D1|i12,F,citada,5,NUM,5.0,,,
claude|m1|D1|af|9,claude,m1,D1,af,normal,9,,,citada,5,EA,,EA,,
claude|m1|D1|rev|14,claude,m1,D1,rev,inv,14,,,citada,5,D,1.0,,,
claude|m10|-|-|4,claude,m10,-,-,-,4,,,citada,5,PR,,PR,0.0,
claude|m2|D2|L|1,claude,m2,D2,-,LF,1,claude|m2|D2|i1,L,citada,5,NUM,6.0,,,
claude|m2|D2|L|2,claude,m2,D2,-,LF,2,claude|m2|D2|i2,L,citada,5,NUM,6.0,,,
claude|m1|D7|rev|9,claude,m1,D7,rev,normal,9,,,citada,5,EA,,EA,,
claude|m2|D2|F|1,claude,m2,D2,-,LF,1,claude|m2|D2|i1,F,citada,5,NUM,5.0,,,
claude|m2|D2|F|2,claude,m2,D2,-,LF,2,claude|m2|D2|i2,F,citada,5,NUM,5.0,,,
claude|m1|D7|af|11,claude,m1,D7,af,normal,11,,,citada,5,PR,,PR,,
claude|m10|-|-|7,claude,m10,-,-,-,7,,,citada,5,PR,,PR,0.0,
claude|m10|-|-|6,claude,m10,-,-,-,6,,,citada,5,PR,,PR,0.0,
claude|m10|-|-|5,claude,m10,-,-,-,5,,,citada,5,PR,,PR,0.0,
claude|m2|D2|L|0,claude,m2,D2,-,FL,0,claude|m2|D2|i0,L,citada,5,PR,,PR,,
claude|m2|D1|F|10,claude,m2,D1,-,FL,10,claude|m2|D1|i10,F,citada,5,PR,,PR,,
claude|m2|D1|F|14,claude,m2,D1,-,LF,14,claude|m2|D1|i14,F,citada,5,PR,,PR,,
claude|m2|D2|F|0,claude,m2,D2,-,FL,0,claude|m2|D2|i0,F,citada,5,PR,,PR,,
claude|m10|-|-|2,claude,m10,-,-,-,2,,,citada,5,PR,,PR,0.0,
claude|m2|D2|F|3,claude,m2,D2,-,FL,3,claude|m2|D2|i3,F,citada,5,PR,,PR,,
claude|m2|D2|F|10,claude,m2,D2,-,FL,10,claude|m2|D2|i10,F,citada,5,NUM,5.0,,,
claude|m10|-|-|8,claude,m10,-,-,-,8,,,citada,5,PR,,PR,0.0,
claude|m2|D2|L|8,claude,m2,D2,-,FL,8,claude|m2|D2|i8,L,citada,5,NUM,6.0,,,
claude|m2|D2|L|10,claude,m2,D2,-,FL,10,claude|m2|D2|i10,L,citada,5,NUM,6.0,,,
claude|m2|D2|L|4,claude,m2,D2,-,LF,4,claude|m2|D2|i4,L,citada,5,PR,,PR,,
claude|m2|D2|L|14,claude,m2,D2,-,LF,14,claude|m2|D2|i14,L,citada,5,NUM,6.0,,,
claude|m2|D2|L|5,claude,m2,D2,-,LF,5,claude|m2|D2|i5,L,citada,5,PR,,PR,,
claude|m1|D1|af|12,claude,m1,D1,af,normal,12,,,citada,5,EA,,EA,,
claude|m2|D2|L|6,claude,m2,D2,-,LF,6,claude|m2|D2|i6,L,citada,5,PR,,PR,,
claude|m2|D2|L|11,claude,m2,D2,-,FL,11,claude|m2|D2|i11,L,citada,5,NUM,6.0,,,
claude|m10|-|-|9,claude,m10,-,-,-,9,,,citada,5,PR,,PR,0.0,
claude|m2|D2|F|7,claude,m2,D2,-,FL,7,claude|m2|D2|i7,F,citada,5,PR,,PR,,
claude|m1|D7|af|10,claude,m1,D7,af,normal,10,,,citada,5,PR,,PR,,
claude|m2|D3|F|0,claude,m2,D3,-,FL,0,claude|m2|D3|i0,F,citada,5,NUM,5.0,,,
claude|m2|D3|F|1,claude,m2,D3,-,FL,1,claude|m2|D3|i1,F,citada,5,NUM,5.0,,,
claude|m2|D3|L|0,claude,m2,D3,-,FL,0,claude|m2|D3|i0,L,citada,5,NUM,7.0,,,
claude|m2|D2|L|9,claude,m2,D2,-,LF,9,claude|m2|D2|i9,L,citada,5,PR,,PR,,
claude|m2|D3|L|1,claude,m2,D3,-,FL,1,claude|m2|D3|i1,L,citada,5,NUM,6.0,,,
claude|m2|D2|F|5,claude,m2,D2,-,LF,5,claude|m2|D2|i5,F,citada,5,PR,,PR,,
claude|m2|D2|F|4,claude,m2,D2,-,LF,4,claude|m2|D2|i4,F,citada,5,PR,,PR,,
claude|m2|D2|F|8,claude,m2,D2,-,FL,8,claude|m2|D2|i8,F,citada,5,PR,,PR,,
claude|m2|D2|F|6,claude,m2,D2,-,LF,6,claude|m2|D2|i6,F,citada,5,PR,,PR,,
claude|m2|D2|F|13,claude,m2,D2,-,FL,13,claude|m2|D2|i13,F,citada,5,PR,,PR,,
claude|m2|D2|F|9,claude,m2,D2,-,LF,9,claude|m2|D2|i9,F,citada,5,PR,,PR,,
claude|m1|D1|af|10,claude,m1,D1,af,inv,10,,,citada,5,PR,,PR,,
claude|m2|D3|L|6,claude,m2,D3,-,LF,6,claude|m2|D3|i6,L,citada,5,NUM,6.0,,,
claude|m2|D3|F|8,claude,m2,D3,-,FL,8,claude|m2|D3|i8,F,citada,5,NUM,5.0,,,
claude|m2|D2|L|13,claude,m2,D2,-,FL,13,claude|m2|D2|i13,L,citada,5,PR,,PR,,
claude|m2|D3|L|8,claude,m2,D3,-,FL,8,claude|m2|D3|i8,L,citada,5,NUM,6.0,,,
claude|m2|D3|F|6,claude,m2,D3,-,LF,6,claude|m2|D3|i6,F,citada,5,NUM,5.0,,,
claude|m2|D2|L|7,claude,m2,D2,-,FL,7,claude|m2|D2|i7,L,citada,5,PR,,PR,,
claude|m2|D2|L|3,claude,m2,D2,-,FL,3,claude|m2|D2|i3,L,citada,5,PR,,PR,,
claude|m2|D2|F|11,claude,m2,D2,-,FL,11,claude|m2|D2|i11,F,citada,5,PR,,PR,,
claude|m2|D3|L|2,claude,m2,D3,-,LF,2,claude|m2|D3|i2,L,citada,5,PR,,PR,,
claude|m2|D2|F|12,claude,m2,D2,-,LF,12,claude|m2|D2|i12,F,citada,5,PR,,PR,,
claude|m2|D2|L|12,claude,m2,D2,-,LF,12,claude|m2|D2|i12,L,citada,5,PR,,PR,,
claude|m2|D3|F|4,claude,m2,D3,-,FL,4,claude|m2|D3|i4,F,citada,5,PR,,PR,,
claude|m2|D3|L|13,claude,m2,D3,-,LF,13,claude|m2|D3|i13,L,citada,5,NUM,6.0,,,
claude|m2|D2|F|14,claude,m2,D2,-,LF,14,claude|m2|D2|i14,F,citada,5,PR,,PR,,
claude|m2|D3|F|13,claude,m2,D3,-,LF,13,claude|m2|D3|i13,F,citada,5,NUM,5.0,,,
claude|m2|D3|F|3,claude,m2,D3,-,FL,3,claude|m2|D3|i3,F,citada,5,PR,,PR,,
claude|m2|D3|L|5,claude,m2,D3,-,LF,5,claude|m2|D3|i5,L,citada,5,PR,,PR,,
claude|m2|D3|L|7,claude,m2,D3,-,LF,7,claude|m2|D3|i7,L,citada,5,PR,,PR,,
claude|m2|D4|L|1,claude,m2,D4,-,LF,1,claude|m2|D4|i1,L,citada,5,NUM,5.0,,,
claude|m2|D3|F|7,claude,m2,D3,-,LF,7,claude|m2|D3|i7,F,citada,5,PR,,PR,,
claude|m2|D4|L|2,claude,m2,D4,-,LF,2,claude|m2|D4|i2,L,citada,5,NUM,4.0,,,
claude|m2|D3|L|3,claude,m2,D3,-,FL,3,claude|m2|D3|i3,L,citada,5,PR,,PR,,
claude|m2|D3|L|9,claude,m2,D3,-,LF,9,claude|m2|D3|i9,L,citada,5,PR,,PR,,
claude|m2|D3|L|10,claude,m2,D3,-,FL,10,claude|m2|D3|i10,L,citada,5,PR,,PR,,
claude|m2|D3|L|12,claude,m2,D3,-,FL,12,claude|m2|D3|i12,L,citada,5,PR,,PR,,
claude|m2|D3|F|9,claude,m2,D3,-,LF,9,claude|m2|D3|i9,F,citada,5,PR,,PR,,
claude|m2|D3|F|12,claude,m2,D3,-,FL,12,claude|m2|D3|i12,F,citada,5,PR,,PR,,
claude|m2|D4|L|5,claude,m2,D4,-,LF,5,claude|m2|D4|i5,L,citada,5,NUM,4.0,,,
claude|m2|D4|F|5,claude,m2,D4,-,LF,5,claude|m2|D4|i5,F,citada,5,NUM,5.0,,,
claude|m2|D3|F|5,claude,m2,D3,-,LF,5,claude|m2|D3|i5,F,citada,5,PR,,PR,,
claude|m2|D3|L|11,claude,m2,D3,-,LF,11,claude|m2|D3|i11,L,citada,5,PR,,PR,,
claude|m2|D4|F|8,claude,m2,D4,-,FL,8,claude|m2|D4|i8,F,citada,5,NUM,5.0,,,
claude|m2|D4|L|7,claude,m2,D4,-,FL,7,claude|m2|D4|i7,L,citada,5,NUM,5.0,,,
claude|m2|D3|F|10,claude,m2,D3,-,FL,10,claude|m2|D3|i10,F,citada,5,PR,,PR,,
claude|m2|D4|L|8,claude,m2,D4,-,FL,8,claude|m2|D4|i8,L,citada,5,NUM,5.0,,,
claude|m2|D4|F|10,claude,m2,D4,-,FL,10,claude|m2|D4|i10,F,citada,5,NUM,5.0,,,
claude|m2|D4|L|11,claude,m2,D4,-,LF,11,claude|m2|D4|i11,L,citada,5,NUM,4.0,,,
claude|m2|D3|L|14,claude,m2,D3,-,LF,14,claude|m2|D3|i14,L,citada,5,PR,,PR,,
claude|m2|D4|L|10,claude,m2,D4,-,FL,10,claude|m2|D4|i10,L,citada,5,NUM,5.0,,,
claude|m2|D4|F|11,claude,m2,D4,-,LF,11,claude|m2|D4|i11,F,citada,5,NUM,5.0,,,
claude|m2|D4|F|2,claude,m2,D4,-,LF,2,claude|m2|D4|i2,F,citada,5,PR,,PR,,
claude|m2|D4|L|12,claude,m2,D4,-,LF,12,claude|m2|D4|i12,L,citada,5,NUM,5.0,,,
claude|m2|D3|F|11,claude,m2,D3,-,LF,11,claude|m2|D3|i11,F,citada,5,PR,,PR,,
claude|m2|D4|F|12,claude,m2,D4,-,LF,12,claude|m2|D4|i12,F,citada,5,NUM,5.0,,,
claude|m2|D4|F|3,claude,m2,D4,-,FL,3,claude|m2|D4|i3,F,citada,5,PR,,PR,,
claude|m2|D3|F|2,claude,m2,D3,-,LF,2,claude|m2|D3|i2,F,citada,5,EA,,EA,,
claude|m2|D4|L|14,claude,m2,D4,-,FL,14,claude|m2|D4|i14,L,citada,5,NUM,4.0,,,
claude|m2|D4|F|0,claude,m2,D4,-,FL,0,claude|m2|D4|i0,F,citada,5,PR,,PR,,
claude|m2|D5|F|1,claude,m2,D5,-,FL,1,claude|m2|D5|i1,F,citada,5,NUM,3.0,,,
claude|m2|D4|L|3,claude,m2,D4,-,FL,3,claude|m2|D4|i3,L,citada,5,PR,,PR,,
claude|m2|D5|L|1,claude,m2,D5,-,FL,1,claude|m2|D5|i1,L,citada,5,NUM,6.0,,,
claude|m2|D3|L|4,claude,m2,D3,-,FL,4,claude|m2|D3|i4,L,citada,5,PR,,PR,,
claude|m2|D5|L|4,claude,m2,D5,-,LF,4,claude|m2|D5|i4,L,citada,5,NUM,6.0,,,
claude|m2|D5|L|3,claude,m2,D5,-,LF,3,claude|m2|D5|i3,L,citada,5,NUM,6.0,,,
claude|m2|D5|F|4,claude,m2,D5,-,LF,4,claude|m2|D5|i4,F,citada,5,NUM,2.0,,,
claude|m2|D4|F|7,claude,m2,D4,-,FL,7,claude|m2|D4|i7,F,citada,5,PR,,PR,,
claude|m2|D5|F|3,claude,m2,D5,-,LF,3,claude|m2|D5|i3,F,citada,5,NUM,3.0,,,
claude|m2|D4|F|4,claude,m2,D4,-,LF,4,claude|m2|D4|i4,F,citada,5,PR,,PR,,
claude|m2|D5|L|5,claude,m2,D5,-,LF,5,claude|m2|D5|i5,L,citada,5,NUM,6.0,,,
claude|m2|D5|F|8,claude,m2,D5,-,FL,8,claude|m2|D5|i8,F,citada,5,NUM,3.0,,,
claude|m2|D5|F|5,claude,m2,D5,-,LF,5,claude|m2|D5|i5,F,citada,5,NUM,3.0,,,
claude|m2|D4|L|0,claude,m2,D4,-,FL,0,claude|m2|D4|i0,L,citada,5,PR,,PR,,
claude|m2|D4|L|9,claude,m2,D4,-,FL,9,claude|m2|D4|i9,L,citada,5,PR,,PR,,
claude|m2|D5|L|8,claude,m2,D5,-,FL,8,claude|m2|D5|i8,L,citada,5,NUM,6.0,,,
claude|m2|D5|F|9,claude,m2,D5,-,FL,9,claude|m2|D5|i9,F,citada,5,NUM,4.0,,,
claude|m2|D5|L|6,claude,m2,D5,-,FL,6,claude|m2|D5|i6,L,citada,5,NUM,6.0,,,
claude|m2|D4|L|4,claude,m2,D4,-,LF,4,claude|m2|D4|i4,L,citada,5,PR,,PR,,
claude|m2|D5|L|9,claude,m2,D5,-,FL,9,claude|m2|D5|i9,L,citada,5,NUM,6.0,,,
claude|m2|D5|L|11,claude,m2,D5,-,LF,11,claude|m2|D5|i11,L,citada,5,NUM,6.0,,,
claude|m2|D5|L|13,claude,m2,D5,-,LF,13,claude|m2|D5|i13,L,citada,5,NUM,5.0,,,
claude|m2|D5|F|11,claude,m2,D5,-,LF,11,claude|m2|D5|i11,F,citada,5,NUM,3.0,,,
claude|m2|D3|F|14,claude,m2,D3,-,LF,14,claude|m2|D3|i14,F,citada,5,PR,,PR,,
claude|m2|D5|F|13,claude,m2,D5,-,LF,13,claude|m2|D5|i13,F,citada,5,NUM,3.0,,,
claude|m2|D4|F|1,claude,m2,D4,-,LF,1,claude|m2|D4|i1,F,citada,5,PR,,PR,,
claude|m2|D4|L|6,claude,m2,D4,-,LF,6,claude|m2|D4|i6,L,citada,5,PR,,PR,,
claude|m2|D4|F|9,claude,m2,D4,-,FL,9,claude|m2|D4|i9,F,citada,5,PR,,PR,,
claude|m2|D4|F|6,claude,m2,D4,-,LF,6,claude|m2|D4|i6,F,citada,5,PR,,PR,,
claude|m2|D4|F|14,claude,m2,D4,-,FL,14,claude|m2|D4|i14,F,citada,5,PR,,PR,,
claude|m2|D6|L|0,claude,m2,D6,-,LF,0,claude|m2|D6|i0,L,citada,5,NUM,6.0,,,
claude|m2|D5|L|0,claude,m2,D5,-,LF,0,claude|m2|D5|i0,L,citada,5,PR,,PR,,
claude|m2|D5|F|2,claude,m2,D5,-,FL,2,claude|m2|D5|i2,F,citada,5,PR,,PR,,
claude|m2|D5|L|2,claude,m2,D5,-,FL,2,claude|m2|D5|i2,L,citada,5,PR,,PR,,
claude|m2|D4|L|13,claude,m2,D4,-,LF,13,claude|m2|D4|i13,L,citada,5,PR,,PR,,
claude|m2|D6|F|0,claude,m2,D6,-,LF,0,claude|m2|D6|i0,F,citada,5,NUM,6.0,,,
claude|m2|D6|L|4,claude,m2,D6,-,LF,4,claude|m2|D6|i4,L,citada,5,NUM,5.0,,,
claude|m2|D4|F|13,claude,m2,D4,-,LF,13,claude|m2|D4|i13,F,citada,5,PR,,PR,,
claude|m2|D6|F|4,claude,m2,D6,-,LF,4,claude|m2|D6|i4,F,citada,5,NUM,5.0,,,
claude|m2|D6|F|5,claude,m2,D6,-,FL,5,claude|m2|D6|i5,F,citada,5,NUM,5.0,,,
claude|m2|D6|L|6,claude,m2,D6,-,LF,6,claude|m2|D6|i6,L,citada,5,NUM,6.0,,,
